feature,category,neutralization,horizon,ic_spearman,quintile_spread,quintile_spread_after_cost,hit_ratio,leakage_risk,rolling_ic_last,bootstrap_survival,ic_in_sample,ic_out_of_sample,spread_tail_high_signal_days,spread_tail_low_signal_days,ic_regime_on,ic_regime_off,note
earn_post_gap_continuation,A_post_earnings,sector,20,,-0.004398924345840164,-0.005398924345840164,0.1979045401629802,HIGH_LEAKAGE_RISK,,,,,,,,,
earn_post_gap_continuation,A_post_earnings,beta,20,,,,,HIGH_LEAKAGE_RISK,,,,,,,,,
earn_post_gap_continuation,A_post_earnings,momentum,20,,,,,HIGH_LEAKAGE_RISK,,,,,,,,,
earn_abnormal_volume,A_post_earnings,raw,1,,-0.004814617353289691,-0.005814617353289691,0.4771968854282536,HIGH_LEAKAGE_RISK,,,,,-0.012609875564062505,0.016384092177419023,,,
earn_abnormal_volume,A_post_earnings,sector,1,,-0.004131050522361334,-0.005131050522361334,0.19799777530589543,HIGH_LEAKAGE_RISK,,,,,,,,,
earn_abnormal_volume,A_post_earnings,beta,1,,,,,HIGH_LEAKAGE_RISK,,,,,,,,,
earn_abnormal_volume,A_post_earnings,momentum,1,,,,,HIGH_LEAKAGE_RISK,,,,,,,,,
earn_abnormal_volume,A_post_earnings,raw,5,,-0.0073082400530512055,-0.008308240053051206,0.48940914158305465,HIGH_LEAKAGE_RISK,,,,,-0.014100037924748763,-0.002432079397905341,,,
earn_abnormal_volume,A_post_earnings,sector,5,,-0.002314214833479017,-0.003314214833479017,0.20735785953177258,HIGH_LEAKAGE_RISK,,,,,,,,,
earn_abnormal_volume,A_post_earnings,beta,5,,,,,HIGH_LEAKAGE_RISK,,,,,,,,,
earn_abnormal_volume,A_post_earnings,momentum,5,,,,,HIGH_LEAKAGE_RISK,,,,,,,,,
earn_abnormal_volume,A_post_earnings,raw,10,,-0.0065857451584644365,-0.0075857451584644365,0.5212527964205816,HIGH_LEAKAGE_RISK,,,,,-0.01814473110879908,0.009100600784534129,,,
earn_abnormal_volume,A_post_earnings,sector,10,,0.001971390217331122,0.0009713902173311218,0.20022371364653244,HIGH_LEAKAGE_RISK,,,,,,,,,
earn_abnormal_volume,A_post_earnings,beta,10,,,,,HIGH_LEAKAGE_RISK,,,,,,,,,
earn_abnormal_volume,A_post_earnings,momentum,10,,,,,HIGH_LEAKAGE_RISK,,,,,,,,,
earn_abnormal_volume,A_post_earnings,raw,20,,-0.008200023606223626,-0.009200023606223625,0.544496487119438,HIGH_LEAKAGE_RISK,,,,,-0.015617966313079564,0.022662454919455545,,,
earn_abnormal_volume,A_post_earnings,sector,20,,-0.001245930215626783,-0.002245930215626783,0.20843091334894615,HIGH_LEAKAGE_RISK,,,,,,,,,
earn_abnormal_volume,A_post_earnings,beta,20,,,,,HIGH_LEAKAGE_RISK,,,,,,,,,
earn_abnormal_volume,A_post_earnings,momentum,20,,,,,HIGH_LEAKAGE_RISK,,,,,,,,,
earn_drift_surprise_5d,A_post_earnings,raw,1,,-0.003325946622381572,-0.004325946622381572,0.4662983425414365,HIGH_LEAKAGE_RISK,,,,,-0.0021768177620031274,-0.006898018019747347,,,
earn_drift_surprise_5d,A_post_earnings,sector,1,,-0.0012359618025675504,-0.0022359618025675505,0.20552486187845304,HIGH_LEAKAGE_RISK,,,,,,,,,
earn_drift_surprise_5d,A_post_earnings,beta,1,,,,,HIGH_LEAKAGE_RISK,,,,,,,,,
earn_drift_surprise_5d,A_post_earnings,momentum,1,,,,,HIGH_LEAKAGE_RISK,,,,,,,,,
earn_drift_surprise_5d,A_post_earnings,raw,5,,-0.006674184885155605,-0.007674184885155605,0.48226164079822614,HIGH_LEAKAGE_RISK,,,,,-0.0006046248721056462,-0.02013108089188473,,,
earn_drift_surprise_5d,A_post_earnings,sector,5,,0.0050102410634506505,0.0040102410634506504,0.22505543237250555,HIGH_LEAKAGE_RISK,,,,,,,,,
earn_drift_surprise_5d,A_post_earnings,beta,5,,,,,HIGH_LEAKAGE_RISK,,,,,,,,,
earn_drift_surprise_5d,A_post_earnings,momentum,5,,,,,HIGH_LEAKAGE_RISK,,,,,,,,,
earn_drift_surprise_5d,A_post_earnings,raw,10,,-0.00277500404035318,-0.00377500404035318,0.502283105022831,HIGH_LEAKAGE_RISK,,,,,0.005864131621099149,-0.01415188452001438,,,
earn_drift_surprise_5d,A_post_earnings,sector,10,,0.0033204611435130264,0.0023204611435130263,0.20776255707762556,HIGH_LEAKAGE_RISK,,,,,,,,,
earn_drift_surprise_5d,A_post_earnings,beta,10,,,,,HIGH_LEAKAGE_RISK,,,,,,,,,
earn_drift_surprise_5d,A_post_earnings,momentum,10,,,,,HIGH_LEAKAGE_RISK,,,,,,,,,
earn_drift_surprise_5d,A_post_earnings,raw,20,,-0.011740690789009977,-0.012740690789009978,0.4829210836277974,HIGH_LEAKAGE_RISK,,,,,0.004046636045417398,-0.007064245835240145,,,
earn_drift_surprise_5d,A_post_earnings,sector,20,,-0.0017308589600329473,-0.0027308589600329473,0.21319199057714958,HIGH_LEAKAGE_RISK,,,,,,,,,
earn_drift_surprise_5d,A_post_earnings,beta,20,,,,,HIGH_LEAKAGE_RISK,,,,,,,,,
earn_drift_surprise_5d,A_post_earnings,momentum,20,,,,,HIGH_LEAKAGE_RISK,,,,,,,,,
earn_gap_size,A_post_earnings,raw,1,,0.0034590682505021807,0.0024590682505021806,0.4884233737596472,HIGH_LEAKAGE_RISK,,,,,0.004929178902603424,-0.0035225582483986483,,,
earn_gap_size,A_post_earnings,sector,1,,0.001684334081688749,0.0006843340816887491,0.21389195148842338,HIGH_LEAKAGE_RISK,,,,,,,,,
earn_gap_size,A_post_earnings,beta,1,,,,,HIGH_LEAKAGE_RISK,,,,,,,,,
earn_gap_size,A_post_earnings,momentum,1,,,,,HIGH_LEAKAGE_RISK,,,,,,,,,
earn_gap_size,A_post_earnings,raw,5,,0.002648078470849387,0.0016480784708493871,0.5060773480662983,HIGH_LEAKAGE_RISK,,,,,0.009550418254361434,-0.012925236210738718,,,
earn_gap_size,A_post_earnings,sector,5,,-0.001546373458304079,-0.002546373458304079,0.20883977900552486,HIGH_LEAKAGE_RISK,,,,,,,,,
earn_gap_size,A_post_earnings,beta,5,,,,,HIGH_LEAKAGE_RISK,,,,,,,,,
earn_gap_size,A_post_earnings,momentum,5,,,,,HIGH_LEAKAGE_RISK,,,,,,,,,
earn_gap_size,A_post_earnings,raw,10,,0.004019412852259685,0.0030194128522596847,0.5144124168514412,HIGH_LEAKAGE_RISK,,,,,0.009440695743875642,-0.03470015361309693,,,
earn_gap_size,A_post_earnings,sector,10,,-0.00220357586920299,-0.00320357586920299,0.19955654101995565,HIGH_LEAKAGE_RISK,,,,,,,,,
earn_gap_size,A_post_earnings,beta,10,,,,,HIGH_LEAKAGE_RISK,,,,,,,,,
earn_gap_size,A_post_earnings,momentum,10,,,,,HIGH_LEAKAGE_RISK,,,,,,,,,
earn_gap_size,A_post_earnings,raw,20,,0.0074457652337065715,0.0064457652337065715,0.5040745052386496,HIGH_LEAKAGE_RISK,,,,,0.005173041315331969,-0.003634568162930913,,,
earn_gap_size,A_post_earnings,sector,20,,-0.004398924345840164,-0.005398924345840164,0.1979045401629802,HIGH_LEAKAGE_RISK,,,,,,,,,
earn_gap_size,A_post_earnings,beta,20,,,,,HIGH_LEAKAGE_RISK,,,,,,,,,
earn_gap_size,A_post_earnings,momentum,20,,,,,HIGH_LEAKAGE_RISK,,,,,,,,,
