signal,target,ic_1d,ic_5d,ic_20d,ic_20d_neutral_spy,ic_rolling_60d_mean,quintile_spread_20d,quintile_spread_20d_neutral,leakage_risk
flow_abnormal_vol_IWM,XLE,-0.08575776718830994,0.16023131002040208,0.010702469309283225,0.017260893447963107,-0.03495488512891009,-0.01119482969195204,-0.010307315075612073,LOW
flow_dv_zscore_IWM,SPY,0.026845415833454563,-0.046231336010291994,-0.13010819994634715,-0.1272454363127707,-0.008423392462818624,-0.00644327033849079,-0.005036026511413008,LOW
flow_dv_zscore_IWM,QQQ,0.015975480756190832,-0.05902875781321066,-0.14650553774223632,-0.1440094020260344,-0.05069719658969598,-0.021184617398748544,-0.01973429869884633,LOW
flow_dv_zscore_IWM,IWM,0.06522799395402394,-0.13313113198965604,-0.09948391052745877,-0.09544078384282266,-0.0021307088226261675,-0.0009825602669970984,0.002402929424446424,LOW
flow_dv_zscore_IWM,XLK,-0.019019180932983853,-0.05433914207373332,-0.11824069697627779,-0.1183441703606239,-0.025604700136002696,-0.026734093894315736,-0.02579442711412784,LOW
flow_dv_zscore_IWM,XLF,0.03992169817996964,-0.0941764453627539,0.011341193904012468,0.01626320563099603,0.03879878913733348,0.019540434738434587,0.022238059696803748,LOW
flow_dv_zscore_IWM,XLE,-0.07933304829441576,0.15722895793536312,0.028221407493516946,0.03213678925920722,-0.028340840291893953,-0.016757672169583966,-0.013120644955883692,LOW
flow_abnormal_vol_XLK,SPY,0.06351085785298809,0.02157004925084142,-0.030700936370255873,-0.03697448933968652,0.1399189833433264,-0.0043186132104861465,0.002056755494796102,LOW
flow_abnormal_vol_XLK,QQQ,0.05099184089121434,0.006287993970345536,-0.021141784085537997,-0.02983482581980302,0.13193979321741423,-0.015061958928050253,-0.0063617322269971174,LOW
flow_abnormal_vol_XLK,IWM,0.04880029786048392,-0.004901173443530467,-0.04388293455627803,-0.04501858688570662,0.061064476974598214,-0.0007108931883716592,0.00721321014513987,LOW
flow_abnormal_vol_XLK,XLK,0.01811080508631296,-0.03020285109092563,-0.03268481496148491,-0.047162146625617976,0.0966843860136588,-0.023930780049556483,-0.01261293498219352,LOW
flow_abnormal_vol_XLK,XLF,-0.029789014616620094,-0.19659012644081453,-0.056087684112364436,-0.05152974540437655,-0.00112129100188648,-0.0037719322850433383,0.004330411162577326,LOW
flow_abnormal_vol_XLK,XLE,-0.05713748888572766,0.2109157537717828,0.08729449036164587,0.10408272760950933,0.11496760796127582,0.013011712220238343,0.0025449847611960785,LOW
flow_dv_zscore_XLK,SPY,0.0495074699365567,0.013926942419398854,-0.05319681659661987,-0.05569678466039014,0.1367353504628479,0.000345609279945841,-0.0020770906618051282,LOW
flow_dv_zscore_XLK,QQQ,0.0372369988090512,0.002770002469039544,-0.050236966824644555,-0.05472592327640169,0.1116702739064945,-0.009003724079002965,-0.013409189584647447,LOW
flow_dv_zscore_XLK,IWM,0.03351670163897237,-0.03494860499265785,-0.06126263077886077,-0.055422133084656565,0.05958745850455536,0.007200570329478566,0.006970224731770683,LOW
flow_dv_zscore_XLK,XLK,0.0073306226714238846,-0.023055631359401193,-0.058692403009670296,-0.06818640538572579,0.0769585118673316,-0.015977691636933057,-0.02193792913122639,LOW
flow_dv_zscore_XLK,XLF,-0.03266405940049744,-0.18442165997426999,-0.06933610965623843,-0.0607235472209093,0.0029295418317953786,-0.0009742927108609893,0.0027048535781857685,LOW
