signal,target,horizon,ic_spearman,pearson,quintile_spread,quantile_means,hit_ratio,n_obs,ic_neutral
pct_above_sma50,XLK,20,0.024429847540469805,-0.10446756929003619,-0.0215684366028593,"{1: 0.04809569827219993, 2: -0.0015974555455052465, 3: 0.01284215830911545, 4: 0.0322203341078418, 5: 0.026527261669340628}",0.6032482598607889,431,0.023439938743516128
pct_new_20d_high,XLK,1,0.022028587175486815,0.04675426324644862,0.00320909851195329,"{1: -0.000759346753051038, 2: 0.001359538358038347, 3: 0.0014476352041798111, 4: 0.0005204453531298692, 5: 0.0024497517589022523}",0.3958333333333333,480,0.07681084964838412
pct_new_20d_high,XLK,5,-0.0037690242684463426,0.014168623856011732,0.0016770523372027354,"{1: 0.0032592994353615283, 2: 0.005077584419210724, 3: 0.0071218452169011185, 4: 0.006378699955156883, 5: 0.004936351772564264}",0.38235294117647056,476,0.04106458114109401
pct_new_20d_high,XLK,10,-0.04981320033562839,-0.02341272348933009,-0.000989491178567184,"{1: 0.011427730485537892, 2: 0.012870351266195732, 3: 0.013027789835693646, 4: 0.00534038476273324, 5: 0.010438239306970708}",0.3821656050955414,471,-0.05172970401499926
pct_new_20d_high,XLK,20,-0.0031272814696127276,0.01246262939571859,0.004436270602253094,"{1: 0.018107448558844382, 2: 0.023255941209341092, 3: 0.020442345965023912, 4: 0.0115974569092195, 5: 0.022543719161097476}",0.403470715835141,461,-0.04596985615534265
pct_positive_5d_return,XLK,1,-0.012381007523839726,0.002484158741104425,0.0017486557292742495,"{1: 0.0009424114638279384, 2: 0.0015246182773777386, 3: 0.0012255269415624714, 4: -0.0007386189885788205, 5: 0.002691067193102188}",0.5769230769230769,494,-0.03299493330652937
pct_positive_5d_return,XLK,5,-0.03538755087470499,-0.026057209443532008,-0.00217575106366148,"{1: 0.009563593851761185, 2: 0.004939763680894331, 3: 0.0026140188918534553, 4: 0.0053848083033586815, 5: 0.007387842788099705}",0.5551020408163265,490,-0.06707487967631719
pct_positive_5d_return,XLK,10,-0.06696869103141173,-0.07201246341387964,-0.007845151227396575,"{1: 0.022042554448263658, 2: 0.014537294976319498, 3: 0.0005483675102163929, 4: 0.006878154734610863, 5: 0.014197403220867082}",0.5587628865979382,485,-0.10858107941273785
pct_positive_5d_return,XLK,20,-0.0038649722421022284,-0.03699411922846171,0.004622140956283556,"{1: 0.03421693248772858, 2: 0.01948159828399063, 3: 0.0001929890564380754, 4: 0.009907709247451053, 5: 0.038839073444012134}",0.5873684210526315,475,-0.11546199759671937
median_component_return,XLK,1,0.06560768867496695,0.12225692605377625,0.006099648297894548,"{1: -0.0016858418082523307, 2: 0.0018243298124383674, 3: 0.0004510213576078681, 4: 0.0005789182909118609, 5: 0.004413806489642217}",0.5301204819277109,498,0.06293235349959235
median_component_return,XLK,5,0.023348296840343386,0.025506363744220453,0.007256224358297724,"{1: 0.001332734153652592, 2: 0.007887241021399262, 3: 0.007768837030131811, 4: 0.003243068919522904, 5: 0.008588958511950316}",0.5242914979757085,494,-0.036244881943931335
median_component_return,XLK,10,0.007012419772293914,0.026633000654017008,0.0040927870414934255,"{1: 0.010015061762815074, 2: 0.012458615599162401, 3: 0.012801355073197924, 4: 0.0086990918511781, 5: 0.0141078488043085}",0.5153374233128835,489,-0.05361705489903655
