Date,portfolio_equity,equity_SPY,equity_QQQ,equity_IWM,equity_XLK,equity_XLF,equity_XLE
2025-11-14 00:00:00-05:00,106592.19600145164,0.0,0.0,0.0,53628.482372288985,0.0,52964.16619414852
2025-11-17 00:00:00-05:00,104047.79757356818,0.0,0.0,0.0,0.0,51961.71170899614,52107.572297891966
2025-11-18 00:00:00-05:00,104090.90525165622,51646.66670292344,0.0,0.0,0.0,0.0,52465.11362026048
2025-11-19 00:00:00-05:00,103610.58229880063,51753.52235106012,0.0,0.0,0.0,0.0,51857.09715393221
2025-11-20 00:00:00-05:00,102236.08762995419,50754.272564482606,0.0,0.0,0.0,0.0,51481.902429178284
2025-11-21 00:00:00-05:00,103066.30553096047,51570.821987549614,0.0,0.0,0.0,0.0,51495.608316456746
2025-11-24 00:00:00-05:00,103316.28513148041,0.0,0.0,0.0,0.0,51776.43417440128,51560.74013549392
2025-11-25 00:00:00-05:00,103663.37597656195,52037.35625386249,0.0,0.0,0.0,0.0,51646.95743126794
2025-11-26 00:00:00-05:00,104414.20536859929,52083.54926014437,0.0,0.0,0.0,0.0,52330.781880204966
2025-11-28 00:00:00-05:00,105373.44118665371,0.0,0.0,0.0,0.0,52472.230753415155,52922.27576281709
2025-12-01 00:00:00-05:00,105444.67013112236,0.0,0.0,0.0,0.0,52418.295705766795,53026.53637089852
2025-12-02 00:00:00-05:00,104711.59647286592,0.0,0.0,0.0,0.0,52581.89076549848,52129.79203163844
2025-12-03 00:00:00-05:00,106395.44466210106,0.0,0.0,0.0,0.0,53187.81528475777,53207.6694294776
2025-12-04 00:00:00-05:00,106730.7399133016,0.0,0.0,0.0,0.0,53272.59650973737,53458.15325034699
2025-12-05 00:00:00-05:00,106196.1502202677,0.0,0.0,53085.4560513479,0.0,0.0,53132.14770516266
2025-12-08 00:00:00-05:00,105639.31323485017,0.0,0.0,52767.02310958978,0.0,0.0,52872.42849594297
2025-12-09 00:00:00-05:00,106074.53079306288,0.0,0.0,53041.4845575869,0.0,0.0,53033.11264524243
2025-12-10 00:00:00-05:00,107291.15709544189,0.0,0.0,53893.737455196584,53418.88811789864,0.0,0.0
2025-12-11 00:00:00-05:00,107343.7822465252,0.0,0.0,53989.478783860315,0.0,0.0,53375.8628005434
2025-12-12 00:00:00-05:00,105394.01106657027,0.0,0.0,52885.68636187318,52530.01201201538,0.0,0.0
2025-12-15 00:00:00-05:00,105038.93034821458,0.0,0.0,52256.64319435436,0.0,52803.72506407853,0.0
2025-12-16 00:00:00-05:00,104457.45928757986,0.0,0.0,52373.272715862586,0.0,52084.34208355028,0.0
2025-12-17 00:00:00-05:00,103891.46722115389,0.0,0.0,51699.73428784591,0.0,52191.78041209919,0.0
2025-12-18 00:00:00-05:00,104112.85745308486,0.0,0.0,52012.57561765437,0.0,52100.284062436105,0.0
2025-12-19 00:00:00-05:00,104834.41157099008,0.0,0.0,52441.32891099471,0.0,52393.085163586016,0.0
2025-12-22 00:00:00-05:00,106061.70658221701,0.0,0.0,52892.56654051171,0.0,53169.19313168173,0.0
2025-12-23 00:00:00-05:00,105853.45188454878,0.0,0.0,52833.705097529106,0.0,53019.84916724949,0.0
2025-12-24 00:00:00-05:00,106272.18969958155,0.0,0.0,53108.919197765965,0.0,53163.32798905149,0.0
2025-12-26 00:00:00-05:00,105896.02982844783,0.0,0.0,52868.953556405424,0.0,53027.08888138195,0.0
2025-12-29 00:00:00-05:00,105513.26433809637,0.0,0.0,0.0,52979.29726832409,52555.24579784789,0.0
2025-12-30 00:00:00-05:00,105212.964799353,0.0,0.0,0.0,52631.74084998841,52581.2970122178,0.0
2025-12-31 00:00:00-05:00,104301.24085287153,0.0,0.0,0.0,52050.75502472675,52250.51024288352,0.0
2026-01-02 00:00:00-05:00,104574.92801491758,0.0,0.0,0.0,52000.03740206517,52574.95986862511,0.0
2026-01-05 00:00:00-05:00,106917.20060966723,0.0,0.0,53139.94938903168,0.0,53798.48744837067,0.0
2026-01-06 00:00:00-05:00,105484.11570208432,0.0,0.0,0.0,0.0,53706.76523875745,51798.85681810479
2026-01-07 00:00:00-05:00,104149.57407543201,0.0,0.0,0.0,0.0,52181.48694641411,51968.40172540279
2026-01-08 00:00:00-05:00,105329.05597161714,0.0,0.0,52818.20804943962,0.0,52531.97041229478,0.0
2026-01-09 00:00:00-05:00,105568.29601844143,0.0,0.0,52968.378510873925,0.0,52600.01829019036,0.0
2026-01-12 00:00:00-05:00,105409.566735389,0.0,0.0,52805.41077795839,0.0,52604.32435164649,0.0
2026-01-13 00:00:00-05:00,104367.28726934249,0.0,0.0,52517.06280112919,0.0,51850.32885648003,0.0
2026-01-14 00:00:00-05:00,105412.07595273753,0.0,0.0,52486.30056641941,0.0,0.0,52946.75132359397
2026-01-15 00:00:00-05:00,105378.30368000927,0.0,0.0,52844.52214023167,0.0,0.0,52533.82335347663
2026-01-16 00:00:00-05:00,105516.84806070643,0.0,0.0,52675.59277841732,0.0,0.0,52841.343348167866
2026-01-20 00:00:00-05:00,104798.1761823493,0.0,0.0,52811.47751102169,0.0,0.0,51987.00717283664
2026-01-21 00:00:00-05:00,107101.25135459514,0.0,0.0,53613.69904863199,0.0,0.0,53487.650028579024
2026-01-22 00:00:00-05:00,107679.01482910216,0.0,0.0,53675.56612333601,0.0,0.0,54003.585097891286
2026-01-23 00:00:00-05:00,106991.71632053623,0.0,0.0,53250.817936747524,0.0,0.0,53741.131247564954
2026-01-26 00:00:00-05:00,106862.3805354309,0.0,0.0,53671.602843135195,0.0,0.0,53191.016681197005
2026-01-27 00:00:00-05:00,107501.53175261802,0.0,0.0,53668.023563387964,0.0,0.0,53833.57094445262
2026-01-28 00:00:00-05:00,107621.99814422996,0.0,0.0,53495.48788327705,0.0,0.0,54126.558276443946
2026-01-29 00:00:00-05:00,108141.22211227925,0.0,0.0,54339.25714218863,0.0,0.0,53802.30164173054
2026-01-30 00:00:00-05:00,107950.93101878137,0.0,0.0,53461.075936248046,0.0,0.0,54489.899919697215
2026-02-02 00:00:00-05:00,107406.32256742325,0.0,0.0,54111.603290738734,0.0,0.0,53294.77100493525
2026-02-03 00:00:00-05:00,109266.6082379512,0.0,0.0,53837.76763746471,0.0,0.0,55429.00108424651
2026-02-04 00:00:00-05:00,110022.9459377428,0.0,0.0,54098.95607707674,0.0,0.0,55924.28737162604
2026-02-05 00:00:00-05:00,108384.37003900106,0.0,0.0,53936.798214496215,0.0,0.0,54447.903807043986
2026-02-06 00:00:00-05:00,111406.43724550294,0.0,0.0,55868.64567908234,0.0,0.0,55537.793812937794
2026-02-09 00:00:00-05:00,112205.22179214087,0.0,0.0,56092.147341293414,0.0,0.0,56113.14205221125
2026-02-10 00:00:00-05:00,111991.07725476194,0.0,0.0,55982.31517690613,0.0,0.0,56008.778950671855
2026-02-11 00:00:00-05:00,113196.38988376842,0.0,0.0,55862.12939397599,0.0,0.0,57334.31551378893
2026-02-12 00:00:00-05:00,111007.29174688975,0.0,0.0,55204.35834004823,0.0,0.0,55803.13435052414
2026-02-13 00:00:00-05:00,112117.32343579564,0.0,0.0,56099.105474308315,0.0,0.0,56018.2851423487
2026-02-17 00:00:00-05:00,111555.27099752569,56305.87709722165,0.0,0.0,0.0,0.0,55272.07999884681
2026-02-18 00:00:00-05:00,112871.23317361392,0.0,0.0,56409.31651392761,0.0,0.0,56484.63642655973
2026-02-19 00:00:00-05:00,113420.46099727835,0.0,0.0,57072.12670273199,0.0,0.0,56348.55734376196
2026-02-20 00:00:00-05:00,113278.13682097095,56994.672887907196,0.0,0.0,0.0,0.0,56306.369873920296
2026-02-23 00:00:00-05:00,112975.0167346895,56206.93292164431,0.0,0.0,0.0,0.0,56768.16725114258
2026-02-24 00:00:00-05:00,113334.14670243688,56897.76528685651,0.0,0.0,0.0,0.0,56436.49477065036
2026-02-25 00:00:00-05:00,113575.52950952922,57131.43146572835,0.0,0.0,0.0,0.0,56444.1968091953
2026-02-26 00:00:00-05:00,113941.8787326861,0.0,0.0,56722.08989537053,0.0,0.0,57242.79000849394
2026-02-27 00:00:00-05:00,113861.50942311661,0.0,0.0,56712.83524380009,0.0,0.0,57149.07602380923
2026-03-02 00:00:00-05:00,115581.33631360078,0.0,0.0,58822.793577273296,0.0,0.0,56759.171528732266
2026-03-03 00:00:00-05:00,114042.96285926577,0.0,0.0,57726.60997370687,0.0,0.0,56316.38378585813
2026-03-04 00:00:00-05:00,114274.5662762908,0.0,0.0,57132.76257431565,0.0,0.0,57142.26960786885
2026-03-05 00:00:00-05:00,113474.06888679323,0.0,0.0,56516.81897507374,0.0,0.0,56957.44393016184
2026-03-06 00:00:00-05:00,112280.6718103374,0.0,0.0,56359.6197914357,0.0,0.0,55921.511686148384
2026-03-09 00:00:00-04:00,112807.17649441255,0.0,0.0,0.0,57438.08877753777,0.0,55391.70530582416
2026-03-10 00:00:00-04:00,112089.28991971217,0.0,0.0,0.0,56259.9663776173,0.0,55829.800229502864
2026-03-11 00:00:00-04:00,113651.95387862815,0.0,56085.79477905324,0.0,0.0,0.0,57589.03384396734
2026-03-12 00:00:00-04:00,113207.53417668649,0.0,56156.7233846988,0.0,0.0,0.0,57051.24160587769
2026-03-13 00:00:00-04:00,113058.50604996135,0.0,56146.44319599608,0.0,0.0,0.0,56912.19460623179
2026-03-16 00:00:00-04:00,113885.29195790096,0.0,56889.8478406197,0.0,0.0,0.0,56995.48997554272
2026-03-17 00:00:00-04:00,114762.94697537852,0.0,57251.92971744376,0.0,0.0,0.0,57511.051338024714
2026-03-18 00:00:00-04:00,113884.10961614049,0.0,56779.05794561909,0.0,0.0,0.0,57105.1843035061
2026-03-19 00:00:00-04:00,114611.56765747484,0.0,57238.375482773896,0.0,0.0,0.0,57373.44822494771
2026-03-20 00:00:00-04:00,113502.31888821517,0.0,56435.123750698105,0.0,0.0,0.0,57067.2995084147
2026-03-23 00:00:00-04:00,114823.51066383877,0.0,0.0,0.0,56446.58015880175,0.0,58400.06037564486
2026-03-24 00:00:00-04:00,115656.85483882495,0.0,0.0,0.0,57351.14696676511,0.0,58306.21459838941
2026-03-25 00:00:00-04:00,115655.13705823416,0.0,0.0,0.0,57596.15143801817,0.0,58058.990470344994
2026-03-26 00:00:00-04:00,115775.06745762988,0.0,0.0,0.0,0.0,57449.34174854321,58348.977214973835
2026-03-27 00:00:00-04:00,115693.50125802218,0.0,0.0,0.0,57010.17719109623,0.0,58706.57379304402
2026-03-30 00:00:00-04:00,114754.59367149924,0.0,57450.37153765233,0.0,0.0,0.0,57327.86123058476
2026-03-31 00:00:00-04:00,116349.79685924985,0.0,0.0,0.0,59375.56523582974,0.0,56997.675572152635
2026-04-01 00:00:00-04:00,114271.37160476873,0.0,0.0,0.0,0.0,57290.55669041861,57005.119928115404
2026-04-02 00:00:00-04:00,114679.86016826976,0.0,0.0,0.0,0.0,58360.68101721547,56319.57428436289
2026-04-06 00:00:00-04:00,115154.02253503854,0.0,0.0,0.0,57364.20343635327,0.0,57813.345895109254
2026-04-07 00:00:00-04:00,115703.11836689184,0.0,0.0,57877.83010197679,0.0,0.0,57848.61588521104
2026-04-08 00:00:00-04:00,115477.18701430486,0.0,0.0,56934.08963897322,0.0,0.0,58544.18375801271
2026-04-09 00:00:00-04:00,115104.89622269556,0.0,0.0,58337.26877923134,0.0,0.0,56768.05928934662
2026-04-10 00:00:00-04:00,114571.15417213754,0.0,0.0,57281.08498156033,0.0,0.0,57290.43908120996
2026-04-13 00:00:00-04:00,117364.02896334615,0.0,0.0,58578.699851900936,0.0,58808.80556430287,0.0
2026-04-14 00:00:00-04:00,118306.80114155558,0.0,0.0,59178.80448519792,0.0,59128.079763767644,0.0
2026-04-15 00:00:00-04:00,119549.60410636177,0.0,0.0,59460.17401995463,60113.42953136667,0.0,0.0
2026-04-16 00:00:00-04:00,120358.3827811055,0.0,0.0,60030.41628853752,60328.157198427565,0.0,0.0
2026-04-17 00:00:00-04:00,122580.10649204424,0.0,0.0,61459.95065605805,61120.20952442512,0.0,0.0
2026-04-20 00:00:00-04:00,123012.66683669062,0.0,0.0,61755.42866542636,61257.25998437524,0.0,0.0
2026-04-21 00:00:00-04:00,122434.47233228006,0.0,0.0,60872.11828392528,61562.45688487101,0.0,0.0
2026-04-22 00:00:00-04:00,124219.25287104012,0.0,0.0,61615.68287988649,62603.694901958,0.0,0.0
2026-04-23 00:00:00-04:00,123114.45844102436,0.0,0.0,61605.484726569826,61509.0567514448,0.0,0.0
2026-04-24 00:00:00-04:00,125553.26916900866,0.0,62678.76792669275,0.0,62899.65485725196,0.0,0.0
2026-04-27 00:00:00-04:00,125723.3777223537,0.0,62793.146000064284,0.0,62930.27482207174,0.0,0.0
2026-04-28 00:00:00-04:00,124026.92398094533,0.0,61874.47904825616,0.0,62152.56079941212,0.0,0.0
2026-04-29 00:00:00-04:00,124901.84901095447,0.0,62535.000632525,0.0,62366.962128063766,0.0,0.0
2026-04-30 00:00:00-04:00,125637.09973154907,0.0,62960.76005026199,0.0,62676.40292330182,0.0,0.0
2026-05-01 00:00:00-04:00,127172.83257265897,0.0,63530.61248185482,0.0,63642.23391172028,0.0,0.0
2026-05-04 00:00:00-04:00,127124.04246032015,0.0,63607.23829900714,0.0,63516.883689344,0.0,0.0
2026-05-05 00:00:00-04:00,129352.05757087775,0.0,64504.19425170327,0.0,64847.89217154131,0.0,0.0
2026-05-06 00:00:00-04:00,132414.1486843037,0.0,66168.16691438587,0.0,66246.11119813721,0.0,0.0
2026-05-07 00:00:00-04:00,132202.75498126278,0.0,66134.30379156499,0.0,66068.469495726,0.0,0.0
2026-05-08 00:00:00-04:00,136022.14230569845,0.0,67786.11433724787,0.0,68236.06836559979,0.0,0.0
2026-05-11 00:00:00-04:00,137133.4329833585,0.0,68372.77049426822,0.0,68760.81972517449,0.0,0.0
2026-05-12 00:00:00-04:00,135517.86091129342,0.0,67895.22849786106,0.0,67622.67393722199,0.0,0.0
2026-05-13 00:00:00-04:00,136872.94103370424,0.0,68745.81180482137,0.0,68127.18290048241,0.0,0.0
