Date,portfolio_equity,equity_SPY,equity_QQQ,equity_IWM,equity_XLK,equity_XLF,equity_XLE
2025-05-20 00:00:00-04:00,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-21 00:00:00-04:00,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-22 00:00:00-04:00,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-23 00:00:00-04:00,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-27 00:00:00-04:00,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-28 00:00:00-04:00,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-29 00:00:00-04:00,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-30 00:00:00-04:00,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-02 00:00:00-04:00,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-03 00:00:00-04:00,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-04 00:00:00-04:00,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-05 00:00:00-04:00,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-06 00:00:00-04:00,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-09 00:00:00-04:00,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-10 00:00:00-04:00,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-11 00:00:00-04:00,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-12 00:00:00-04:00,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-13 00:00:00-04:00,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-16 00:00:00-04:00,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-17 00:00:00-04:00,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-18 00:00:00-04:00,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-20 00:00:00-04:00,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-23 00:00:00-04:00,98611.6044478967,0.0,0.0,0.0,50499.65546508116,0.0,48111.948982815535
2025-06-24 00:00:00-04:00,98879.22556154826,0.0,0.0,0.0,49592.15795171809,0.0,49287.79307890144
2025-06-25 00:00:00-04:00,99085.4048314828,0.0,0.0,0.0,49704.4065265103,0.0,49381.12320986227
2025-06-26 00:00:00-04:00,100100.96080035254,0.0,0.0,50292.144708851614,49828.90291210633,0.0,0.0
2025-06-27 00:00:00-04:00,100225.4226255973,0.0,50248.56790968909,0.0,49997.18869070177,0.0,0.0
2025-06-30 00:00:00-04:00,100870.78643009617,0.0,0.0,0.0,50529.196084554926,0.0,50361.92653073283
2025-07-01 00:00:00-04:00,100205.14433050557,0.0,50121.83239532044,0.0,50103.690426220484,0.0,0.0
2025-07-02 00:00:00-04:00,101083.21796670904,0.0,50426.45713135052,0.0,50656.77859203437,0.0,0.0
2025-07-03 00:00:00-04:00,102170.890528044,0.0,0.0,51012.586590233266,51178.74485004305,0.0,0.0
2025-07-07 00:00:00-04:00,100997.868054727,0.0,0.0,50392.168304769104,50605.767150783424,0.0,0.0
2025-07-08 00:00:00-04:00,101618.72343764179,0.0,0.0,50883.436045679075,50735.3447435007,0.0,0.0
2025-07-09 00:00:00-04:00,102053.24041816253,0.0,0.0,0.0,51176.21516362973,0.0,50897.664132036116
2025-07-10 00:00:00-04:00,102275.61165821062,0.0,0.0,0.0,50738.15466177004,0.0,51537.56611857946
2025-07-11 00:00:00-04:00,102281.65824892384,0.0,0.0,0.0,50991.55038491791,0.0,51290.30039705114
2025-07-14 00:00:00-04:00,101677.48924410918,0.0,0.0,0.0,51113.04723660793,0.0,50564.50797118678
2025-07-15 00:00:00-04:00,101672.58555152896,0.0,50745.57411897077,0.0,50947.64771017129,0.0,0.0
2025-07-16 00:00:00-04:00,102025.13471130324,0.0,0.0,51034.90905151486,51010.696024683835,0.0,0.0
2025-07-17 00:00:00-04:00,102806.70669540424,0.0,51375.19513347696,0.0,51452.11448661182,0.0,0.0
2025-07-18 00:00:00-04:00,102175.60514385327,0.0,0.0,50864.28127283469,51332.0561685459,0.0,0.0
2025-07-21 00:00:00-04:00,102035.3969904394,0.0,0.0,50770.89745802026,51264.55359431406,0.0,0.0
2025-07-22 00:00:00-04:00,101289.07624738352,0.0,50723.71263001365,0.0,50585.94769444306,0.0,0.0
2025-07-23 00:00:00-04:00,101809.64047105804,0.0,50891.958893215255,0.0,50917.70687776785,0.0,0.0
2025-07-24 00:00:00-04:00,102133.09237613103,0.0,51016.14834436746,0.0,51116.95043111773,0.0,0.0
2025-07-25 00:00:00-04:00,102192.86978909832,0.0,0.0,51025.41226094487,51187.96378147298,0.0,0.0
2025-07-28 00:00:00-04:00,102541.36738632036,0.0,0.0,51027.766184170774,51513.63430992658,0.0,0.0
2025-07-29 00:00:00-04:00,102215.96985001753,0.0,0.0,50940.01913574718,51276.04765449662,0.0,0.0
2025-07-30 00:00:00-04:00,102071.08982244311,0.0,0.0,50764.9176684636,51306.206046776584,0.0,0.0
2025-07-31 00:00:00-04:00,101681.4186461935,0.0,0.0,0.0,50224.86806647842,0.0,51477.215899096955
2025-08-01 00:00:00-04:00,99906.06860618608,0.0,50002.829653392255,0.0,49923.9299718164,0.0,0.0
2025-08-04 00:00:00-04:00,101842.27812806712,0.0,50876.85138164949,0.0,50965.446106793126,0.0,0.0
2025-08-05 00:00:00-04:00,101075.35618256332,0.0,50611.01324511931,0.0,50464.37529871681,0.0,0.0
2025-08-06 00:00:00-04:00,102280.50110947543,0.0,51159.87730291564,0.0,51120.65881554119,0.0,0.0
2025-08-07 00:00:00-04:00,102500.63093706823,0.0,51401.63916086902,0.0,51099.0195614603,0.0,0.0
2025-08-08 00:00:00-04:00,103490.35720061134,0.0,51770.45239625185,0.0,51719.949023572255,0.0,0.0
2025-08-11 00:00:00-04:00,102986.90292973239,0.0,51569.30980480123,0.0,51417.61248897184,0.0,0.0
2025-08-12 00:00:00-04:00,104431.33273187195,0.0,52165.68231410726,0.0,52265.671082401066,0.0,0.0
2025-08-13 00:00:00-04:00,104476.93665915234,0.0,52270.55387707042,0.0,52206.41468535022,0.0,0.0
2025-08-14 00:00:00-04:00,104323.52311701106,0.0,52158.206776313455,0.0,52165.34517642585,0.0,0.0
2025-08-15 00:00:00-04:00,103637.96665698517,0.0,51901.48653929184,51757.48342532018,0.0,0.0,0.0
2025-08-18 00:00:00-04:00,103629.15892906845,51802.253754478086,51847.83553213899,6.4276604871960075e-12,0.0,0.0,0.0
2025-08-19 00:00:00-04:00,102644.83269316648,51508.51518231661,51136.325930875064,6.378317145283585e-12,0.0,0.0,0.0
2025-08-20 00:00:00-04:00,102263.78236139956,51159.82301336446,0.0,51124.60534008811,0.0,0.0,0.0
2025-08-21 00:00:00-04:00,101694.15646533825,50886.67570074465,50828.06342288869,0.0,0.0,0.0,0.0
2025-08-22 00:00:00-04:00,103259.51089042456,51601.994024188345,51657.54314784104,0.0,0.0,0.0,0.0
2025-08-25 00:00:00-04:00,102457.58064583369,51382.516879810144,0.0,51095.824204479686,0.0,0.0,0.0
2025-08-26 00:00:00-04:00,103094.87823129959,51505.97898718119,0.0,51588.93596459923,0.0,0.0,0.0
2025-08-27 00:00:00-04:00,103577.7330101882,51628.90916307085,0.0,51948.82611101654,0.0,0.0,0.0
2025-08-28 00:00:00-04:00,103608.53006528076,0.0,0.0,51763.35095195373,0.0,51866.07353091985,0.0
2025-08-29 00:00:00-04:00,103513.1689704577,0.0,0.0,51541.224658707535,0.0,51971.95595337377,0.0
2025-09-02 00:00:00-04:00,103127.90385479233,0.0,0.0,51690.45442416379,0.0,0.0,51458.24088436276
2025-09-03 00:00:00-04:00,101918.91031181689,0.0,0.0,51377.63734046021,0.0,0.0,50541.378653116575
2025-09-04 00:00:00-04:00,102895.86160604273,0.0,0.0,51537.973716449436,0.0,0.0,51358.08059264223
2025-09-05 00:00:00-04:00,102156.09124748084,0.0,0.0,51371.37531280023,0.0,0.0,50784.887105129455
2025-09-08 00:00:00-04:00,102141.99807840154,0.0,0.0,51186.41847597004,0.0,0.0,50955.69637688033
2025-09-09 00:00:00-04:00,102086.4838172664,0.0,0.0,50944.91628627696,0.0,0.0,51141.5915908574
2025-09-10 00:00:00-04:00,102887.45955750627,0.0,0.0,50961.38035018997,0.0,0.0,51926.12244643701
2025-09-11 00:00:00-04:00,103842.80047021208,0.0,0.0,52137.28023791336,0.0,0.0,51705.61308520998
2025-09-12 00:00:00-04:00,103002.56371163283,0.0,0.0,51561.3781071499,0.0,0.0,51441.20320544828
2025-09-15 00:00:00-04:00,103046.1865633819,0.0,0.0,51672.813251176085,0.0,0.0,51373.41650338107
2025-09-16 00:00:00-04:00,103822.31601032082,0.0,0.0,51575.60778293781,0.0,0.0,52246.71312104816
2025-09-17 00:00:00-04:00,104075.54400712189,0.0,0.0,51949.809368525144,0.0,0.0,52125.83233263384
2025-09-18 00:00:00-04:00,105205.18014218402,0.0,0.0,53145.550357563545,0.0,0.0,52059.66874091084
2025-09-19 00:00:00-04:00,104109.16432002159,0.0,0.0,52103.216233454,0.0,0.0,52006.20869099977
2025-09-22 00:00:00-04:00,105025.78836070758,0.0,0.0,52343.59369210862,52703.13028851124,0.0,0.0
2025-09-23 00:00:00-04:00,104453.29330982662,0.0,0.0,52291.993290918246,52161.33524143118,0.0,0.0
2025-09-24 00:00:00-04:00,103798.58701533652,0.0,51978.422055587536,0.0,51841.229764842545,0.0,0.0
2025-09-25 00:00:00-04:00,103393.44567863384,0.0,0.0,51539.80670789187,51874.39076673612,0.0,0.0
2025-09-26 00:00:00-04:00,103720.29414768354,0.0,51880.472184714024,0.0,51860.68425126276,0.0,0.0
2025-09-29 00:00:00-04:00,104237.67728094605,0.0,52112.533611201994,0.0,52125.152065857335,0.0,0.0
2025-09-30 00:00:00-04:00,104664.86248607609,0.0,52274.69727412644,0.0,52390.17300852891,0.0,0.0
2025-10-01 00:00:00-04:00,105428.27371696143,0.0,52589.29641991443,0.0,52839.00273331251,0.0,0.0
2025-10-02 00:00:00-04:00,105930.54915345357,0.0,53009.71468417556,0.0,52920.91685383668,0.0,0.0
2025-10-03 00:00:00-04:00,105441.0201302412,0.0,52732.327626423306,0.0,52708.71438811467,0.0,0.0
2025-10-06 00:00:00-04:00,106370.35457351143,0.0,53241.432746139166,0.0,53128.96741258294,0.0,0.0
2025-10-07 00:00:00-04:00,105735.39752569998,0.0,52983.96082747198,0.0,52751.44599556418,0.0,0.0
2025-10-08 00:00:00-04:00,107268.33024498567,0.0,53495.65198236405,0.0,53772.71631546344,0.0,0.0
2025-10-09 00:00:00-04:00,107112.83710004171,0.0,53555.43718399467,0.0,53557.450142776426,0.0,0.0
2025-10-10 00:00:00-04:00,103074.29254584358,0.0,51721.91501545256,0.0,51352.388249460964,0.0,0.0
2025-10-13 00:00:00-04:00,105422.40046287428,0.0,52772.72685056407,0.0,52649.69240215547,0.0,0.0
2025-10-14 00:00:00-04:00,104394.58146446233,0.0,52307.582162735154,0.0,52087.044928105955,0.0,0.0
2025-10-15 00:00:00-04:00,105387.48603233224,0.0,0.0,52797.89876067016,52610.90105372747,0.0,0.0
2025-10-16 00:00:00-04:00,104314.64443689016,0.0,0.0,51703.98850086081,52610.67184993653,0.0,0.0
2025-10-17 00:00:00-04:00,104055.04433043147,0.0,0.0,51836.48189396217,52218.75676906187,0.0,0.0
2025-10-20 00:00:00-04:00,105659.32652633579,0.0,52877.9113569902,0.0,52802.63518409764,0.0,0.0
2025-10-21 00:00:00-04:00,105673.01768448799,0.0,52795.04828385753,0.0,52877.99726837573,0.0,0.0
2025-10-22 00:00:00-04:00,104641.73270682231,0.0,52339.65192522272,0.0,52302.10250483947,0.0,0.0
2025-10-23 00:00:00-04:00,105741.86682409205,0.0,52682.43170567285,0.0,53059.47398080049,0.0,0.0
2025-10-24 00:00:00-04:00,107127.79379593932,0.0,53513.40936639484,0.0,53614.492805519265,0.0,0.0
2025-10-27 00:00:00-04:00,108397.92934899131,0.0,0.0,53921.0548025228,54498.77405941995,0.0,0.0
2025-10-28 00:00:00-04:00,108949.68359091137,0.0,54448.656535626294,0.0,54522.97482759182,0.0,0.0
2025-10-29 00:00:00-04:00,109586.94057780302,0.0,54852.531734729,0.0,54734.481925337845,0.0,0.0
2025-10-30 00:00:00-04:00,108075.36259954765,0.0,53955.05049373692,0.0,54120.33610513987,0.0,0.0
2025-10-31 00:00:00-04:00,108387.8839410296,0.0,54220.95756223745,0.0,54166.928687002866,0.0,0.0
2025-11-03 00:00:00-05:00,108868.86391368067,0.0,54452.6273272311,0.0,54416.2478570054,0.0,0.0
2025-11-04 00:00:00-05:00,106326.70287233067,0.0,53216.995690650365,0.0,53109.76018006042,0.0,0.0
2025-11-05 00:00:00-05:00,106880.6222603481,0.0,53494.836828630476,0.0,53385.812904674254,0.0,0.0
2025-11-06 00:00:00-05:00,104811.24289552339,0.0,52465.814863103275,0.0,52345.44140839035,0.0,0.0
2025-11-07 00:00:00-05:00,104464.93752277836,0.0,52160.27773965421,0.0,52304.7162626004,0.0,0.0
2025-11-10 00:00:00-05:00,106854.69145012891,0.0,53462.17961665529,0.0,0.0,0.0,53414.02497931166
2025-11-11 00:00:00-05:00,107175.31455375948,0.0,0.0,0.0,53347.497866566875,0.0,53849.40685821253
2025-11-12 00:00:00-05:00,106587.63605915813,0.0,0.0,0.0,53348.790969342364,0.0,53238.911859115244
2025-11-13 00:00:00-05:00,105389.33957150622,0.0,0.0,0.0,52194.1710755673,0.0,53195.240831155505
