cagr,sharpe,max_drawdown_pct
0.6110113506037789,3.3765659715416314,5.865669261156173
0.3328068343135828,1.8851703268300661,10.330523879044271
0.12206788723489304,0.8968492847565683,7.7884264248452855
0.29323950031970347,1.821668558523645,8.189949743986885
0.4254632315757121,2.3727451872404277,7.8053479042622556
0.14185249583246184,1.031011566102176,6.167502475514074
0.5586939316597861,3.121081077176779,5.256003026543142
0.5164267782724621,3.096157159509944,4.045166113237017
0.42591430279219056,2.3136307409820542,6.625765141784077
0.38977740105161107,2.3438140614659027,9.534454503063456
0.3369552309658228,2.2366883778679507,8.621232296001008
0.20814555541158342,1.3388215540031092,9.466003012685578
0.22733835008674919,1.5146874366566931,9.191864938667814
0.4676060203322481,2.663085014093086,5.784694528040448
0.40453876593164173,2.3874546321692725,7.068050768392665
0.7801384895081187,3.8246040866014757,4.975234615930516
0.2347711375924697,1.6184293720998442,8.67758927667534
0.35943738810806436,2.2457880644432633,5.680040091736494
0.3639827113170018,2.2196997350682253,5.423789001848455
0.49879036592204673,2.872036069902177,6.910176519670546
0.23782904513650016,1.6225135326634326,8.46910332678513
0.325801365546607,1.9396901778385371,4.877720350393766
0.2050584560940505,1.3278671611611799,12.239151214483615
0.2923782687125742,1.7034087112674212,9.573395980867575
0.6987174188547178,3.2109626458500604,8.264844491338899
0.3272332178994235,2.1520278888823254,5.218789128859546
0.34217471877564387,2.030811177267488,6.430514195427568
0.5550138934714226,2.903099520660096,5.518982433574536
0.3805980795823962,2.345135231978643,7.20649379891113
0.09299658641229991,0.6646500473129056,11.7855445141089
0.20601571906520033,1.4111573562405875,8.950603339727156
0.42438210632066586,2.4531838295899724,6.697457838483663
0.2314769586849419,1.6267203631788105,9.332077426376086
0.4535148052613758,2.562178876487508,4.915688363387177
0.5586000498600965,2.8716269271506656,6.3680010274217365
-0.05093638668689271,-0.23563600671072948,19.001511379874998
0.4687908176040161,2.9015831171546154,4.746613726700877
0.18753204212146235,1.339753651219205,8.032922893461041
0.40877330678284607,2.6371807230127,7.427842626962669
0.25214231167964485,1.5827953041025937,6.197218993318186
0.20137769179969345,1.2499420717484477,7.88797835269378
0.5456676062384578,2.923963495630504,4.528275286551405
0.6687805341556257,3.3811564820144793,5.840314363855583
0.24372414534550657,1.5594340973276133,9.543761936436645
0.12077177696369845,0.8223948224761439,6.83464697317999
0.24775478807077578,1.5516405238613968,11.691834173487504
0.29211243053124725,2.101009640474033,4.427185489790927
0.4490199874122769,2.424635359874365,6.2597234971834625
0.3001792195794677,2.0224168978154693,5.0671202701566065
0.43922321613080006,2.711022305390258,6.080455944360012
0.3633624187588915,1.979728131239411,8.83675967568878
0.5161108752210388,2.5342511319118,9.628403771174487
0.41053116191164407,2.2934625784724676,10.726671609916382
0.5812024945906713,3.002976367887933,5.590250322450931
0.1584339382226474,1.0378094519177663,9.694942490441811
0.6231697917254011,3.3041332521388718,5.761660808059925
0.5878523163549825,2.8045230089921023,10.446095276096083
0.42855826134287955,2.3094272621857534,5.622106797541903
0.34123948558597683,2.149448998197122,9.799101878044581
0.5114829081559134,2.6164081934010737,5.786660643587865
0.3001312148588424,1.6968578335293425,9.220289558905478
0.24363073118303524,1.520846216821768,6.678044605973815
0.01818277155214476,0.19443898849115338,18.7188359710108
0.2646297500651358,1.6518901490774833,4.338784881266995
0.582744741958271,3.297725190038044,4.172335504521777
0.18262156717281797,1.1262341760208667,11.766674818784328
0.2444419449225681,1.5478215840074363,7.036851932451975
0.435230074794283,2.2633307397713835,13.13914213986083
0.32060496123280346,1.9045074430066942,5.470054966442956
0.3274384023785277,2.0244580085184465,6.531041928650469
0.4695620444998818,2.9937461066074285,5.268232017156723
0.326845901504045,2.099517965633002,7.8271731861092775
0.3621803897628062,2.199272743417395,5.340762397661196
0.5377104707730622,2.7303664024651644,7.524525746650425
0.4749738097840879,2.5459949956202856,6.371437248848465
0.5135309294761938,3.156485639594598,7.236474094228804
0.426133568602439,2.4779457908422766,9.419444447670946
0.4125851259429463,2.556285811122865,8.42766337893596
0.5633811348817077,2.8155117143565684,7.686630060728433
0.41066861673969557,2.452189444550401,5.995387497496117
0.12329616254258147,1.006466071214689,7.173502569474797
0.561937578482181,3.1425792160329578,4.89913259830952
0.5554400346960322,2.7262024567504017,5.7622670818257635
0.23693615275513902,1.3708954059040692,10.538474566446704
0.20946389135960675,1.5298694402487012,7.438399432802542
