Date,market_neutral,market_hedged,sector_neutral,sector_hedged,momentum_neutral,full_neutral,full_hedged
2025-05-21 00:00:00-04:00,0.01259394358142615,0.013094646663798152,0.016606307780913748,0.016465137247519426,,,
2025-05-22 00:00:00-04:00,-0.0008073808696383703,-0.00030667778726636835,0.0011432084065461138,0.0010020378731517906,,,
2025-05-23 00:00:00-04:00,0.00480365113357468,0.005304354215946682,0.004904801174005846,0.004763630640611523,,,
2025-05-27 00:00:00-04:00,-0.016657003275399176,-0.016156300193027173,-0.016090547704378667,-0.01623171823777299,,,
2025-05-28 00:00:00-04:00,0.003995106964813125,0.004495810047185128,0.006785484013453237,0.006644313480058914,,,
2025-05-29 00:00:00-04:00,-0.0035682713065090985,-0.0030675682241370966,-0.0036000375692561972,-0.0037412081026505202,,,
2025-05-30 00:00:00-04:00,0.00036852396274280415,0.0008692270451148062,0.004199670430854795,0.004058499897460472,,,
2025-06-02 00:00:00-04:00,-0.004877995951172982,-0.00437729286880098,-0.008353648891755265,-0.00849481942514959,,,
2025-06-03 00:00:00-04:00,-0.0049322315111175125,-0.00443152842874551,-0.010438521965573409,-0.010579692498967732,,,
2025-06-04 00:00:00-04:00,-0.0002921775285997584,0.00020852555377224368,0.005520916210591255,0.005379745677196932,,,
2025-06-05 00:00:00-04:00,0.003254971895215362,0.003755674977587364,0.0025300081035036863,0.0023888375701093625,,,
2025-06-06 00:00:00-04:00,-0.008480744302750743,-0.007980041220378742,-0.011372581695150626,-0.011513752228544949,,,
2025-06-09 00:00:00-04:00,-0.001201004261343916,-0.0007003011789719139,-0.002454952275102737,-0.00259612280849706,,,
2025-06-10 00:00:00-04:00,-0.0049066442035457895,-0.004405941121173787,-0.008508303323038667,-0.008649473856432992,,,
2025-06-11 00:00:00-04:00,0.001715660862783149,0.002216363945155151,-0.0027401101909835246,-0.0028812807243778476,,,
2025-06-12 00:00:00-04:00,-0.00358912953659967,-0.003088426454227668,-0.005313832857648288,-0.005455003391042611,,,
2025-06-13 00:00:00-04:00,0.00818725536759479,0.008687958449966792,0.0029076821873616054,0.0027665116539672806,,,
2025-06-16 00:00:00-04:00,-0.007894206301030103,-0.007393503218658101,-0.007347472595851347,-0.0074886431292456685,,,
2025-06-17 00:00:00-04:00,0.006139747032775594,0.006640450115147596,0.001884963674243794,0.001743793140849471,,,
2025-06-18 00:00:00-04:00,-0.0003836449633737109,0.00011705811899829108,0.0016600789189718378,0.0015189083855775146,,,
2025-06-20 00:00:00-04:00,0.0013243296713832736,0.0018250327537552757,-0.000754491659790434,-0.0008956621931847574,,,
2025-06-23 00:00:00-04:00,-0.022060306731212054,-0.021559603648840055,-0.0127731756252779,-0.012914346158672225,-0.006547269424297328,-0.008161248564931204,-0.007961656083261302
2025-06-24 00:00:00-04:00,-0.006371690033239584,-0.0058709869508675825,-0.0026706265933820784,-0.0028117971267764027,0.00668685477805963,-0.0007308612177638184,-0.0005312687360939199
2025-06-25 00:00:00-04:00,0.0011491614246079017,0.0016498645069799036,0.0001211100925184996,-2.0060440875823825e-05,0.0023255894076646185,0.002838311612232855,0.003037904093902755
2025-06-26 00:00:00-04:00,0.00366870616052565,0.004169409242897652,0.0017698273716422463,0.0016286568382479234,0.00814416851646303,-0.0002724991326512709,-7.29066509813711e-05
2025-06-27 00:00:00-04:00,-0.0031182780005892183,-0.0026175749182172164,0.002403409684994011,0.0022622391515996878,0.002378007118377861,0.0030420676750962956,0.0032416601567661955
2025-06-30 00:00:00-04:00,0.0022230524082621807,0.002723755490634183,0.0033967234203540596,0.0032555528869597362,0.005914161143967802,0.002450021960622423,0.0026496144422923223
2025-07-01 00:00:00-04:00,-0.006848209462807851,-0.006347506380435849,-0.005265622034957734,-0.005406792568352057,-0.003465193736898535,-0.0028597449310988083,-0.002660152449428909
2025-07-02 00:00:00-04:00,0.004739276012048879,0.005239979094420881,-0.001252350384705031,-0.001393520918099354,0.0049520278857162784,-0.0023101878591127688,-0.002110595377442869
2025-07-03 00:00:00-04:00,0.004134890475163655,0.004635593557535658,0.003696211820351577,0.0035550412869572536,0.006487628263891514,-0.001177243883877013,-0.0009776514022071118
2025-07-07 00:00:00-04:00,-0.006190772108286647,-0.005690069025914644,-0.0037458624405470233,-0.003887032973941346,-0.011072631637634736,-0.0006893088452763676,-0.0004897163636064688
2025-07-08 00:00:00-04:00,0.006072136537861291,0.006572839620233292,-0.003625732395045135,-0.0037669029284394563,-0.006294138655438342,-0.011047098420963953,-0.010847505939294053
2025-07-09 00:00:00-04:00,-0.0008846904793272364,-0.000383987396955234,0.0023522188977041884,0.0022110483643098654,0.003976727218485739,0.0021011911472824576,0.0023007836289523575
2025-07-10 00:00:00-04:00,-0.0005133757482265384,-1.2672665854536469e-05,0.0007008107233182675,0.0005596401899239443,0.0002553571331500256,-0.0017350458328996574,-0.0015354533512297577
2025-07-11 00:00:00-04:00,0.0022902314779519625,0.0027909345603239644,0.0014144571909862212,0.0012732866575918978,-0.0019481126656125465,0.0028754397725018668,0.003075032254171767
2025-07-14 00:00:00-04:00,-0.007890480250243869,-0.007389777167871868,-0.0026397225761641135,-0.002780893109558437,-0.003193575637094144,-0.0013056860883758677,-0.00110609360670597
2025-07-15 00:00:00-04:00,0.002771796753561221,0.0032724998359332227,0.002000077552497038,0.001858907019102715,-0.009801073120391461,-0.002127222319356893,-0.0019276298376869937
2025-07-16 00:00:00-04:00,0.0003688186908211875,0.0008695217731931894,0.004217220526896543,0.00407604999350222,-0.0008230805543377358,-0.0009175566049818293,-0.0007179641233119294
2025-07-17 00:00:00-04:00,0.002404306650557189,0.0029050097329291914,0.0010660459291009713,0.0009248753957066481,0.004305666977273212,-0.0026505916545894737,-0.002450999172919574
2025-07-18 00:00:00-04:00,-0.006070269234997052,-0.0055695661526250495,-0.0031932981321959137,-0.003334468665590237,-0.00746054076494227,-0.003924014221238184,-0.0037244217395682837
2025-07-21 00:00:00-04:00,-0.003346436287196929,-0.002845733204824927,0.001019569193138962,0.000878398659744639,-0.005949588019691188,-0.00239669186973493,-0.00219709938806503
2025-07-22 00:00:00-04:00,-0.007926177316941174,-0.007425474234569172,-0.005054768201350805,-0.005195938734745129,-0.004966476659452419,-0.00366200394356319,-0.003462411461893291
2025-07-23 00:00:00-04:00,-0.0019725454797284957,-0.0014718423973564933,-0.0034284525954640585,-0.0035696231288583806,0.0052207306000646575,-0.003565749392922521,-0.0033661569112526215
2025-07-24 00:00:00-04:00,0.002419064359923005,0.0029197674422950072,-0.0005285097849559986,-0.0006696803183503218,0.005033202145841716,0.0032973475827916612,0.003496940064461561
2025-07-25 00:00:00-04:00,-0.003198129525750663,-0.002697426443378661,2.637323527635558e-05,-0.00011479729811796763,-0.001904030450051243,-0.003275777971909981,-0.003076185490240081
2025-07-28 00:00:00-04:00,0.0031046951955076563,0.003605398277879658,-0.0028229589360678087,-0.0029641294694621313,0.002208761216893586,2.209113381282466e-05,0.00022168361548272503
2025-07-29 00:00:00-04:00,-0.0016244070757728633,-0.0011237039934008613,-0.00537369302551697,-0.005514863558911293,-0.0018331778969670706,-0.0010914407475196833,-0.0008918482658497834
2025-07-30 00:00:00-04:00,-0.0009394761042678914,-0.00043877302189588934,0.002388396830994342,0.002247226297600019,-0.00649322047097338,-0.001456628618563112,-0.001257036136893212
2025-07-31 00:00:00-04:00,-0.001403293206089921,-0.0009025901237179191,0.0016224213677455213,0.0014812508343511979,-0.0036067113285864387,0.003617108858912227,0.003816701340582127
2025-08-01 00:00:00-04:00,-0.005223774903218022,-0.00472307182084602,0.00016862007531467937,2.744954192035725e-05,-0.01884520790060864,0.002432890480282033,0.0026324829619519346
2025-08-04 00:00:00-04:00,0.007067993434736984,0.007568696517108986,0.009102118605351766,0.008960948071957442,0.012486553694059783,0.0016269684364363414,0.0018265609181062417
2025-08-05 00:00:00-04:00,-0.0040913505591316755,-0.003590647476759674,-0.0034792939490199707,-0.003620464482414294,-0.0038181559720451307,0.0018797591446118606,0.0020793516262817605
2025-08-06 00:00:00-04:00,0.005470162964683951,0.005970866047055954,0.008838042902038091,0.008696872368643768,0.0019747967298516106,-0.0010683172512566431,-0.0008687247695867428
2025-08-07 00:00:00-04:00,0.0023024262556105143,0.0028031293379825162,0.003422032547959259,0.003280862014564936,-0.00426296505848895,0.0005466421875444222,0.0007462346692143221
2025-08-08 00:00:00-04:00,0.00309565825996667,0.0035963613423386723,0.0023072703723984057,0.002166099839004081,0.006122764698657166,-0.0016053622882445107,-0.0014057698065746095
2025-08-11 00:00:00-04:00,-0.0038286399698757158,-0.003327936887503714,0.000714719577775024,0.000573549044380701,-0.005588778501281598,0.00024543766957257906,0.00044503015124247895
2025-08-12 00:00:00-04:00,0.005251640564943748,0.00575234364731575,0.004381828388904807,0.004240657855510484,0.014428577718354298,0.003996616400332413,0.004196208882002313
2025-08-13 00:00:00-04:00,-0.0027241214958752353,-0.0022234184135032334,-0.0037801275358069373,-0.00392129806920126,0.00643034196822965,0.002233469665025808,0.0024330621466957083
2025-08-14 00:00:00-04:00,-0.0020414163813112546,-0.0015407132989392527,-0.0002865150274394036,-0.00042768556083372676,0.0016145394554565088,0.0025415317945181176,0.002741124276188017
2025-08-15 00:00:00-04:00,-0.005252747896399472,-0.00475204481402747,-0.0028528306964602556,-0.0029940012298545786,-0.0070574471439722695,-0.0005952904937924809,-0.00039569801212258136
2025-08-18 00:00:00-04:00,-0.00041656858100571703,8.413450136628497e-05,0.001028548366666212,0.0008873778332718888,-0.0022185102504183795,-0.00019564334906154726,3.949132608352629e-06
2025-08-19 00:00:00-04:00,-0.005783413340098418,-0.005282710257726415,-0.0015815161150215373,-0.0017226866484158616,-0.008305601926140091,-0.0010467438856522904,-0.0008471514039823918
