Date,SPY,QQQ,IWM,XLK,XLF,XLE,portfolio
2026-01-27 00:00:00-05:00,0.0,0.0,53668.023563387964,0.0,0.0,53833.57094445262,107501.53175261802
2026-01-28 00:00:00-05:00,0.0,0.0,53495.48788327705,0.0,0.0,54126.558276443946,107621.99814422996
2026-01-29 00:00:00-05:00,0.0,0.0,54339.25714218863,0.0,0.0,53802.30164173054,108141.22211227925
2026-01-30 00:00:00-05:00,0.0,0.0,53461.075936248046,0.0,0.0,54489.899919697215,107950.93101878137
2026-02-02 00:00:00-05:00,0.0,0.0,54111.603290738734,0.0,0.0,53294.77100493525,107406.32256742325
2026-02-03 00:00:00-05:00,0.0,0.0,53837.76763746471,0.0,0.0,55429.00108424651,109266.6082379512
2026-02-04 00:00:00-05:00,0.0,0.0,54098.95607707674,0.0,0.0,55924.28737162604,110022.9459377428
2026-02-05 00:00:00-05:00,0.0,0.0,53936.798214496215,0.0,0.0,54447.903807043986,108384.37003900106
2026-02-06 00:00:00-05:00,0.0,0.0,55868.64567908234,0.0,0.0,55537.793812937794,111406.43724550294
2026-02-09 00:00:00-05:00,0.0,0.0,56092.147341293414,0.0,0.0,56113.14205221125,112205.22179214087
2026-02-10 00:00:00-05:00,0.0,0.0,55982.31517690613,0.0,0.0,56008.778950671855,111991.07725476194
2026-02-11 00:00:00-05:00,0.0,0.0,55862.12939397599,0.0,0.0,57334.31551378893,113196.38988376842
2026-02-12 00:00:00-05:00,0.0,0.0,55204.35834004823,0.0,0.0,55803.13435052414,111007.29174688975
2026-02-13 00:00:00-05:00,0.0,0.0,56099.105474308315,0.0,0.0,56018.2851423487,112117.32343579564
2026-02-17 00:00:00-05:00,56305.87709722165,0.0,0.0,0.0,0.0,55272.07999884681,111555.27099752569
2026-02-18 00:00:00-05:00,0.0,0.0,56409.31651392761,0.0,0.0,56484.63642655973,112871.23317361392
2026-02-19 00:00:00-05:00,0.0,0.0,57072.12670273199,0.0,0.0,56348.55734376196,113420.46099727835
2026-02-20 00:00:00-05:00,56994.672887907196,0.0,0.0,0.0,0.0,56306.369873920296,113278.13682097095
2026-02-23 00:00:00-05:00,56206.93292164431,0.0,0.0,0.0,0.0,56768.16725114258,112975.0167346895
2026-02-24 00:00:00-05:00,56897.76528685651,0.0,0.0,0.0,0.0,56436.49477065036,113334.14670243688
2026-02-25 00:00:00-05:00,57131.43146572835,0.0,0.0,0.0,0.0,56444.1968091953,113575.52950952922
2026-02-26 00:00:00-05:00,0.0,0.0,56722.08989537053,0.0,0.0,57242.79000849394,113941.8787326861
2026-02-27 00:00:00-05:00,0.0,0.0,56712.83524380009,0.0,0.0,57149.07602380923,113861.50942311661
2026-03-02 00:00:00-05:00,0.0,0.0,58822.793577273296,0.0,0.0,56759.171528732266,115581.33631360078
2026-03-03 00:00:00-05:00,0.0,0.0,57726.60997370687,0.0,0.0,56316.38378585813,114042.96285926577
2026-03-04 00:00:00-05:00,0.0,0.0,57132.76257431565,0.0,0.0,57142.26960786885,114274.5662762908
2026-03-05 00:00:00-05:00,0.0,0.0,56516.81897507374,0.0,0.0,56957.44393016184,113474.06888679323
2026-03-06 00:00:00-05:00,0.0,0.0,56359.6197914357,0.0,0.0,55921.511686148384,112280.6718103374
