Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-05-21,50.697728131648915,50.697728131648915,50.18347883137377,50.662261962890625,2179519,0.0,0.0
2024-05-22,50.662263741335835,50.662263741335835,50.041619295238775,50.53813552856445,2136725,0.0,0.0
2024-05-23,50.69772778075167,52.34686741195765,50.57359957319681,51.72622299194336,2259832,0.0,0.0
2024-05-24,51.318369053475735,51.548892370191346,50.78638670512929,51.44249725341797,1828765,0.0,0.0
2024-05-27,51.442497535521696,51.93901372025325,51.407031368989486,51.69075393676758,1343515,0.0,0.0
2024-05-28,51.868082972366885,52.00994426059145,51.01691524301946,51.37156677246094,1959828,0.0,0.0
2024-05-29,51.30063496396198,51.6020906074395,50.83958495733522,50.945980072021484,2556501,0.0,0.0
2024-05-31,51.44249897728524,53.33989497081888,51.21197227060477,52.63058853149414,6116412,0.0,0.0
2024-06-03,53.180302204366896,53.446291704362224,52.24046902999408,52.3114013671875,1541923,0.0,0.0
2024-06-04,52.48872713929746,52.48872713929746,49.5451028852709,49.811092376708984,2958529,0.0,0.0
2024-06-05,50.00615416115741,50.804122655349516,49.846559785870994,50.55586624145508,1698236,0.0,0.0
2024-06-06,50.910516981038285,51.35383393161747,50.538132366026936,51.176509857177734,1494197,0.0,0.0
2024-06-07,51.3361069207262,51.35383662330754,49.97068982963697,50.48493576049805,1629990,0.0,0.0
2024-06-10,50.48493489937187,50.48493489937187,49.63376713590226,50.13028335571289,1348709,0.0,0.0
2024-06-11,50.272142406913616,50.697726269662525,49.45643746663162,49.811092376708984,1751441,0.0,0.0
2024-06-12,49.97068734566553,51.3715671545218,49.9174880938457,50.8395881652832,2150347,0.0,0.0
2024-06-13,50.626794405063784,50.98144931843582,50.16574775281601,50.25440979003906,1916075,0.0,0.0
2024-06-14,50.27214015110221,50.89278452476811,50.254407068170075,50.80411911010742,5376086,0.0,0.0
2024-06-17,50.875053099889065,52.027676470124966,50.50266511065725,51.93901443481445,2408816,0.0,0.0
2024-06-18,52.25819993889598,53.605883849309784,52.222737154015505,52.524192810058594,3568765,0.0,0.0
2024-06-19,52.48873015652937,54.01373824014902,51.77942367784115,53.641353607177734,2604392,0.0,0.0
2024-06-20,54.08466891818856,55.23729233343966,53.80094633542644,54.35065841674805,2163407,0.0,0.0
2024-06-21,54.40385848182866,54.79397619339263,53.48175838296105,53.73001480102539,4112205,0.0,0.0
2024-06-24,53.73001509658999,54.77624341024499,53.25123534229502,54.51025390625,1317761,0.0,0.0
2024-06-25,54.492517035487,55.733805810870955,54.173328299974564,55.432350158691406,3330419,0.0,0.0
2024-06-26,55.50327984440191,55.751539632108454,54.95356778276574,55.20182418823242,1802404,0.0,0.0
2024-06-27,55.39688459416167,55.68060716609224,55.07769585517981,55.53874588012695,1918231,0.0,0.0
2024-06-28,55.467817205141294,56.248052590725116,55.30822283485372,55.78700256347656,4460498,0.0,0.0
2024-07-01,55.787002199512195,56.3367176412451,55.36141834226855,55.48554992675781,1166648,0.0,0.0
2024-07-02,55.32595342798571,55.41461545982555,54.4570492812047,54.829437255859375,1142292,0.0,0.0
2024-07-03,55.21955671080982,55.680606732163916,54.545716453286026,54.7053108215332,1706864,0.0,0.0
2024-07-04,55.237289468954536,55.237289468954536,54.474783798983225,54.847171783447266,1210773,0.0,0.0
2024-07-05,54.9713040277428,55.006770196917664,54.01373775346173,54.12013626098633,1001280,0.0,0.0
2024-07-08,54.01373625480581,54.793975043804224,53.836412178331585,54.49251937866211,907247,0.0,0.0
2024-07-09,54.7053108215332,55.04223264141501,54.26199388356655,54.7053108215332,2424591,0.0,0.0
2024-07-10,54.7053139375087,55.07769856313634,54.29746314308605,54.457054138183594,2639397,0.0,0.0
2024-07-11,54.563452561910246,54.90037101823247,54.1378686837348,54.40385818481445,2184421,0.0,0.0
2024-07-12,54.51025517138304,54.51025517138304,54.01373893875934,54.33292770385742,1746733,0.0,0.0
2024-07-15,54.10240140549655,54.5279852749444,53.71228370406268,54.2442626953125,1671889,0.0,0.0
2024-07-16,53.92507254168746,54.297460531645086,52.878844288233,52.914310455322266,2840944,0.0,0.0
2024-07-17,52.86111284607693,53.44629109226081,51.56662814728228,52.20500564575195,2073575,0.0,0.0
2024-07-18,52.967513730237066,54.1378702751836,52.41779824530755,54.08467102050781,3315933,0.0,0.0
2024-07-19,54.08466979312052,54.173331833327985,52.329135015540494,53.33989715576172,2684152,0.0,0.0
2024-07-22,53.64135150710346,54.12013462981354,53.32216275863007,53.90734100341797,1916264,0.0,0.0
2024-07-23,53.65908276954762,53.80094405491547,52.25819961708022,52.666053771972656,1232835,0.0,0.0
2024-07-24,52.13407417192936,53.2157686439574,52.02767904783743,52.55965805053711,1439217,0.0,0.0
2024-07-25,51.81488391135714,52.55965652283307,51.63755983710471,52.48872756958008,1573532,0.0,0.0
2024-07-26,52.32913268156213,53.09163836940124,52.13407214311774,52.43552780151367,903316,0.0,0.0
2024-07-29,52.63058853149414,53.33989497081888,52.275933620711825,52.63058853149414,1349284,0.0,0.0
2024-07-30,52.77244792471527,53.00297124087957,51.65528736342735,51.7794189453125,1469504,0.0,0.0
2024-07-31,52.29366539533088,52.79018158154813,51.93901387566697,52.27593231201172,2114549,0.0,0.0
2024-08-01,52.7015151864478,52.790180601397395,51.087841839002444,51.38929748535156,2220682,0.0,0.0
2024-08-02,50.83958970718541,50.87505587614095,49.01312259285585,49.54510498046875,3231661,0.0,0.0
2024-08-05,48.10875489442867,48.268349270221115,46.95613147766991,47.93143081665039,3491020,0.0,0.0
2024-08-06,48.28608156370944,48.44567593688834,45.94536860007201,46.7078742980957,3029870,0.0,0.0
2024-08-07,47.407233350173684,47.53777984336852,46.3815078546784,46.474754333496094,3168511,2.59,0.0
2024-08-08,46.28825861426206,47.36993414991312,45.2252330861201,47.29533767700195,4395798,0.0,0.0
2024-08-09,47.76157796754946,49.10434651584316,47.61238146218349,48.414310455322266,2574476,0.0,0.0
2024-08-12,48.76865164019744,50.39116668701172,48.097269170071826,50.39116668701172,2102908,0.0,0.0
2024-08-13,50.67090942634332,51.37959190713915,49.86897691049204,50.0927734375,2986502,0.0,0.0
2024-08-14,50.98795323366222,51.09984972036452,50.26062073440951,51.0066032409668,2321070,0.0,0.0
2024-08-16,51.28634790361137,53.15130600919724,51.28634790361137,52.89021301269531,2711686,0.0,0.0
2024-08-19,52.68506669511556,53.393749212958966,52.2561271828123,53.28185272216797,1652692,0.0,0.0
2024-08-20,53.281851831503445,53.33780185452633,51.88313327005848,52.21882629394531,1752421,0.0,0.0
2024-08-21,52.03232958570386,52.81561211955855,52.03232958570386,52.14422607421875,2674616,0.0,0.0
2024-08-22,53.61754546285666,53.841342000358495,52.64776639555753,52.759666442871094,2834003,0.0,0.0
2024-08-23,53.524295917215085,54.36352488128374,53.15130289510118,53.76673889160156,1807301,0.0,0.0
2024-08-26,53.74809201105219,54.027835015346376,52.479919930651526,52.98345947265625,1308298,0.0,0.0
2024-08-27,53.00210919440365,53.16995570749903,51.75258712865208,52.66641616821289,1623223,0.0,0.0
2024-08-28,52.685066364332584,52.96480936811637,52.03233031742022,52.74101638793945,1314756,0.0,0.0
2024-08-29,52.74101351080165,54.23297848767542,52.74101351080165,53.804039001464844,2508254,0.0,0.0
2024-08-30,54.08378216549973,54.13973218623597,53.281849653905745,53.971885681152344,2800725,0.0,0.0
2024-09-02,53.673493399369484,55.09086192943129,53.207253891735675,54.75516891479492,1147939,0.0,0.0
2024-09-03,54.69921829303452,55.01626129703123,54.1210823059082,54.1210823059082,1279049,0.0,0.0
2024-09-04,53.35644986581534,54.38217534964633,53.18860336015207,54.34487533569336,1240999,0.0,0.0
2024-09-05,54.36352508905262,54.96031108101562,53.59889259220939,54.04648208618164,1474164,0.0,0.0
2024-09-06,53.59889504549224,53.97188808610398,52.49856948852539,52.49856948852539,2902515,0.0,0.0
2024-09-09,52.51722003962154,53.18860609681886,52.237477034831095,53.02075958251953,1582276,0.0,0.0
2024-09-10,53.020759439018825,53.412398933240425,51.97638389730261,52.759666442871094,3084626,0.0,0.0
2024-09-11,51.827185170700496,52.57316766853463,50.279266596647595,50.37251663208008,5370122,0.0,0.0
2024-09-12,51.58473956255025,51.75258607221936,50.950653538717006,51.435543060302734,2317218,0.0,0.0
2024-09-13,51.659337550781544,53.319149017333984,51.56608751735862,53.319149017333984,2693382,0.0,0.0
2024-09-16,52.96480864460184,53.412398155966756,48.95514949280654,52.05097961425781,1518884,0.0,0.0
2024-09-17,52.77831258523415,53.00210912142828,51.92043357026139,52.53586959838867,2415521,0.0,0.0
2024-09-18,52.66641630945089,53.15130584223508,52.29342682378055,52.72236633300781,1592966,0.0,0.0
2024-09-19,53.15130615234375,53.24455263502406,52.03233057455356,53.15130615234375,2623253,0.0,0.0
2024-09-20,53.188605248742135,53.2632017221717,51.30499716273626,51.976383209228516,7338703,0.0,0.0
2024-09-23,52.18152617900375,52.68506571387294,51.435543659081915,51.976383209228516,1538691,0.0,0.0
2024-09-24,52.498566682224336,54.02783166416044,52.34937018537997,53.486995697021484,2849595,0.0,0.0
2024-09-25,53.09535622339965,53.82269230668273,52.74101674288065,53.39374923706055,1353307,0.0,0.0
2024-09-26,53.69214289475473,54.94166134846322,53.69214289475473,54.25162887573242,2032516,0.0,0.0
2024-09-27,53.61754280190635,54.60597182803697,53.61754280190635,54.32622528076172,1035115,0.0,0.0
2024-09-30,54.158384357538985,54.2516308387008,52.20017623901367,52.20017623901367,2698601,0.0,0.0
2024-10-01,52.368021886444126,52.535868395465194,50.78280683298135,51.155799865722656,2287962,0.0,0.0
2024-10-02,51.17444973011768,51.82718575702897,50.72686022635355,51.099849700927734,1094303,0.0,0.0
2024-10-03,50.353866385412914,50.95065238084075,50.074123394696755,50.279266357421875,1911542,0.0,0.0
2024-10-04,50.353866768316685,50.74550624687241,49.83167723978391,50.428466796875,1561644,0.0,0.0
2024-10-07,50.820106160475454,50.96930266012946,49.70113063450785,50.484413146972656,1541133,0.0,0.0
2024-10-08,50.279267426541715,51.84583247641321,49.83167792045346,51.304996490478516,2281676,0.0,0.0
2024-10-09,50.87605837937302,53.207256010366784,50.87605837937302,52.98345947265625,2070666,0.0,0.0
2024-10-10,52.983459450266956,53.41239896047848,52.666416430300764,53.07670593261719,2272616,0.0,0.0
2024-10-11,53.35644983614401,54.51272181104229,53.151303316641844,54.23297882080078,1854607,0.0,0.0
2024-10-14,54.19567895051796,54.79246494651504,53.934585966550515,54.2889289855957,1570251,0.0,0.0
2024-10-15,54.363525504498234,54.75516853792007,54.02783249217241,54.307579040527344,1702816,0.0,0.0
2024-10-16,54.30757917701349,55.37060468063345,54.083782649192116,54.66191864013672,4831591,0.0,0.0
2024-10-17,55.016260728503454,55.258703702172,53.30049923468546,53.505645751953125,1794569,0.0,0.0
2024-10-18,53.22590306511387,54.494071518026885,53.22590306511387,53.822689056396484,953936,0.0,0.0
2024-10-21,53.89728812588347,53.89728812588347,52.423973083496094,52.423973083496094,1979615,0.0,0.0
2024-10-22,52.666415439042424,52.666415439042424,51.47284341322283,51.771236419677734,2365948,0.0,0.0
2024-10-23,51.54744022519748,52.59181931178161,51.54744022519748,52.31207275390625,1593420,0.0,0.0
2024-10-24,52.349372958164786,53.33780202531597,51.789886954645404,52.38667297363281,2173639,0.0,0.0
2024-10-25,52.40532267113205,52.51721915974846,51.75258663280673,52.16287612915039,1320769,0.0,0.0
2024-10-28,52.49856873578031,52.815611748616824,51.37959318711466,51.69663619995117,1412364,0.0,0.0
2024-10-29,51.75258427495542,53.6175422668457,51.75258427495542,53.6175422668457,2694807,0.0,0.0
2024-10-30,53.375101869874925,53.61754485539028,52.06962978967619,52.21882629394531,2495585,0.0,0.0
2024-10-31,51.84583304047908,52.47991907028406,51.472843559910125,52.03232955932617,4491728,0.0,0.0
2024-11-04,52.4053206082834,54.36352508905262,52.274774117182126,54.04648208618164,3232738,0.0,0.0
2024-11-05,54.04648218219969,54.214328687378114,53.617542694354874,54.08378219604492,2796388,0.0,0.0
2024-11-06,54.43812613483739,56.06063763619409,54.38217611312244,55.14680862426758,3853921,0.0,0.0
2024-11-07,55.14680937628436,56.787974464384504,54.97896286597582,55.9487419128418,5389922,0.0,0.0
2024-11-08,56.041988167726245,56.30308471444761,54.717869655202605,55.55710220336914,3892729,0.0,0.0
2024-11-12,55.55710124291692,56.19118369852792,54.550022202527124,54.68056869506836,4011001,0.0,0.0
2024-11-13,54.73651754392671,54.73651754392671,53.18860255943228,53.43104553222656,2300215,0.0,0.0
2024-11-14,53.63619356281304,55.33330509165477,53.449697047716384,55.12815856933594,7618326,0.0,0.0
2024-11-15,55.05356383298722,55.05356383298722,52.49856967701166,52.57316970825195,2983800,0.0,0.0
2024-11-18,52.57316934697451,53.431048357590946,51.51014380898229,52.125579833984375,2436992,0.0,0.0
