Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-12-31,581.4750217267025,582.1946245791215,576.0635312685974,577.6998291015625,57052700,0.0,0.0,0.0
2025-01-02,580.9624149327,582.6775253068124,572.1995172748154,576.2803344726562,50204000,0.0,0.0,0.0
2025-01-03,579.1289967873591,584.1264484268344,578.044689478734,583.4857788085938,37888500,0.0,0.0,0.0
2025-01-06,587.7440065436294,591.1249540533898,585.1121413237427,586.8469848632812,47679400,0.0,0.0,0.0
2025-01-07,588.8774861019172,589.202784283761,578.3896729800513,580.2131958007812,60393100,0.0,0.0,0.0
2025-01-08,580.282291853868,582.1354148697908,576.8323377526707,581.0609741210938,47304700,0.0,0.0,0.0
2025-01-10,577.5025797313914,577.5715860296085,570.2773736421228,572.1896362304688,73105000,0.0,0.0,0.0
2025-01-13,567.5371468067242,573.4316201868376,567.123109023982,573.0767822265625,47910100,0.0,0.0,0.0
2025-01-14,576.0043111010004,576.6351742776535,570.0802375478183,573.8653564453125,48420600,0.0,0.0,0.0
2025-01-15,581.8889752343268,585.4473419377294,580.7751281246863,584.303955078125,56900200,0.0,0.0,0.0
2025-01-16,585.6740294157521,585.8514484014332,582.4803673486446,583.1802368164062,43319700,0.0,0.0,0.0
2025-01-17,588.4242703969026,590.7899174222187,587.0935375428814,589.035400390625,58070600,0.0,0.0,0.0
2025-01-21,592.0810894520482,594.4369296257112,590.1096871636119,594.4270629882812,42532900,0.0,0.0,0.0
2025-01-22,597.2560928487167,599.1289493146973,596.7041025475482,597.7686767578125,48196000,0.0,0.0,0.0
2025-01-23,597.1377185948221,601.03125,596.8617535693179,601.03125,41152100,0.0,0.0,0.0
2025-01-24,601.0904500891409,602.0466115435261,598.1234798327728,599.2767333984375,34604700,0.0,0.0,0.0
2025-01-27,586.3049484329972,591.1151752666312,586.1373960687419,590.7997436523438,70361100,0.0,0.0,0.0
2025-01-28,592.031779311243,596.713859452747,588.7099714764748,595.8760375976562,44433300,0.0,0.0,0.0
2025-01-29,595.0874967960807,595.4916679771449,590.6518414168764,593.204833984375,37177400,0.0,0.0,0.0
2025-01-30,595.3240968992558,597.9263022497843,592.130374590218,596.3886108398438,39281300,0.0,0.0,0.0
2025-01-31,598.8134974486875,601.2383441338676,592.4557124803268,593.2147216796875,66566900,0.0,0.0,0.0
2025-02-03,584.1954227420036,591.7064599079472,582.0466016788057,589.2225341796875,65857200,0.0,0.0,0.0
2025-02-04,589.281761222817,593.6878166788046,588.7396375989994,593.17529296875,33457800,0.0,0.0,0.0
2025-02-05,592.0515554519985,595.7282015036632,590.021013481686,595.580322265625,30653100,0.0,0.0,0.0
2025-02-06,597.3250313642651,597.778475552574,594.013089933138,597.6503295898438,35771500,0.0,0.0,0.0
2025-02-07,598.2121736064561,599.4344333824486,591.4699514014874,592.1796875,50788500,0.0,0.0,0.0
